pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0xf13203ddbf2c9816a79b656a1a952521702715d92fea465b84ae2ed6e94a7f22,"USDT / USDC",uniswap-v4-base,l2-standard-bridged-usdt-base,usd-coin,l2-standard-bridged-usdt-base,25850784,below,single_subject:cg_mcap,6935922,33459652
0x8bb9eaf3c5a906d20c4cc10ea2f73a3ac2d5d41a,"cbETH / cbBTC 0.05%",aerodrome-slipstream-2,coinbase-wrapped-staked-eth,coinbase-wrapped-btc,,,above,both_quote,6211020,125226181
0xb4cb800910b228ed3d0834cf79d697127bbb00e5,"WETH / USDC 0.01%",uniswap-v3-base,weth,usd-coin,,,above,both_quote,5472297,191899821
0x8588a659a11a936e3f03be97c1370fd768d8433f9432c52bbf74abeccda6a97c,"CP / USDC 0.011%",uniswap-v4-base,cluster-protocol,usd-coin,cluster-protocol,16698453,below,single_subject:cg_mcap,5406991,0
0x1131db5977242a03ebead1acd18f80a9a29e5922,"SOL / USDC 0.014%",aerodrome-slipstream-3,base-bridged-sol-base,usd-coin,base-bridged-sol-base,4769440,below,single_subject:cg_mcap,5099791,193810791
0x8b27f626ab668197000bc722a1012022caed10e2,"MSTRc / USDC 0.05%",aerodrome-slipstream-3,microstrategy-coinbase-tokenized-stock,usd-coin,microstrategy-coinbase-tokenized-stock,1209604,below,single_subject:cg_mcap,5069155,24333588
0x79552843f41b9d91880d2808d22cb0da2d340086,"CP / USDC 0.05%",uniswap-v3-base,cluster-protocol,usd-coin,cluster-protocol,16698453,below,single_subject:cg_mcap,5031733,3205629
0xf39b7c34be147f5dc1bc374f27af2e9f03ad3113,"EURC / USDC 0.007%",aerodrome-slipstream-3,euro-coin,usd-coin,,,above,both_quote,4856102,142554857
0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,"cbBTC / WETH 0.05%",aerodrome-slipstream,coinbase-wrapped-btc,weth,,,above,both_quote,4575283,114238475
0x78fa9fb7a76c8ea204754a8d4ff301aa29935e8e,"CP / USDC",aerodrome-slipstream-3,cluster-protocol,usd-coin,cluster-protocol,16698453,below,single_subject:cg_mcap,4539429,72728241
0x5a8236f575471e7bfca2c8462a200c28f737246e,"SNDKc / USDC 0.022%",aerodrome-slipstream-3,sandisk-coinbase-tokenized-stock,usd-coin,sandisk-coinbase-tokenized-stock,1235300,below,single_subject:cg_mcap,4100129,21409880
0x12d76c5c8ec8edffd3c143995b0aa43fe44a6d71eb9113796272909e54b8e078,"cbBTC / USDC 0.05%",uniswap-v4-base,coinbase-wrapped-btc,usd-coin,,,above,both_quote,4029058,141148889
